abatement,n.减轻，减少,0.251156654
abase,v.降低···的地位，贬抑，使卑下,0.408579669
abash,v.使害羞，使尴尬,0.120612839
abate,v.减轻，减少,0.931816415
abbreviate,v.缩短；缩写,0.921332703
abdicate,v.退位，辞职，放弃,0.86614124
aberrant,a.越轨的；异常的,0.13566348
aberration,n.离开正路，脱离常轨；变形,0.360780157
abet,v.教唆，鼓励，帮助,0.703201626
abeyance,n.中止，搁置,0.657321154
abhor,v.憎恨，嫌恶,0.92924871
abhorrent,a.可恨的，讨厌的,0.501973115
abject,a.极可怜的;卑下的,0.523841921
abjure,v.发誓放弃,0.298824366
ablaze,a.着火的，燃烧的；闪耀的,0.900740425
abnegate,v.否认，放弃,0.825197923
abolish,v.废止，废除(法律、制度、习俗等),0.049696644
abolition,n.废除，革除,0.254571742
abominate,v.痛恨；厌恶,0.115082716
abortive,a.无结果的，失败的,0.698465438
abound,v.大量存在；充满，富于,0.822408679
aboveboard,a./adv.光明正大的(地),0.743955747
abrade,v.磨损，磨小,0.678946582
abrasive,a.磨损的；扰人的  n.研磨料,0.154494603
abrogate,v.废止，废除,0.968807397
abrupt,a.突然的，意外的；唐突的,0.575271835
abscond,v.潜逃，逃亡,0.139996541
absent,v.缺席，不参加,0.00422284
absolve,v.赦免，免除,0.684509824
abstain,v.禁绝，放弃,0.486539007
abstemious,a.有节制的，节俭的(eating & drinking),0.526567864
abstention,n.节制,0.915837979
abstentious,a.节制的,0.265898491
abstinent,a.饮食有度的，有节制的，禁欲的,0.154950432
abstract,n.摘要；a.抽象的,0.15551925
abstruse,a.难懂的，深奥的,0.435604282
absurd,a.荒谬的，可笑的,0.093935292
abuse,v./n.辱骂; 滥用,0.351884744
abusive,a.漫骂的；毁谤的；虐待的,0.102028309
abut,v.接界，毗连,0.235040172
abysmal,a.极深的；糟透的,0.865455549
academic,a.学院的，学术的；理论的,0.414330304
acarpous,a.不结果实的,0.852886315
accede,v.同意,0.168770083
accelerate,v.加速；促进,0.281555735
accentuate,v.重读；强调,0.672661467
accessible,a.易达到的；易受影响的,0.676564986
acclaim,v.欢呼，称赞,0.465425816
acclimate,v.使服水土; 使适应,0.627632125
accolade,n.推崇；赞扬,0.040892584
accommodate,v.与…一致；提供食宿,0.755146075
accompany,v.伴随，陪伴,0.056832307
accomplice,n.同谋者，帮凶,0.389363495
accomplish,v.完成，做成功,0.102924648
accomplished,a.完成了的；有技巧的，有造诣的,0.495127976
accost,v.搭话,0.056431193
accountability,n.负有责任,0.794504873
accredit,v.授权,0.878430197
accrete,v.逐渐增长；添加生长；连生,0.633930796
accrue,v.(利息等)增大；增多,0.811629063
accumulate,v.积聚，积累(collect),0.572143749
accuracy,n.精确，准确,0.440271293
accurate,a.精确的，准确的,0.151099135
accuse,v.谴责，指责,0.382458476
accustom,v.使习惯,0.078528657
acedia,n.无精打采的样子；懒惰,0.285193153
acerbic,a.苦涩的；刻薄的,0.033207537
acerbic,a.苦涩的；刻薄的,0.514424206
acidic,a.酸的，酸性的,0.368814268
acknowledge,v.承认；致谢,0.329969098
acolyte,n.(教士的)助手，侍僧,0.788123025
acoustic,a.听觉的，有关声音的,0.947587696
acquiesce,v.勉强同意，默许,0.42506707
acquiescence,n.默许,0.840405204
acquit,v.宣告无罪；脱卸义务和责任；还清(债务),0.044972577
acrid,a.辛辣的，刻薄的,0.008240741
acrimonious,a.尖刻的，严厉的,0.735377795
acrimony,n.尖刻，刻薄,0.413554242
acrobat,n.特技演员，杂技演员,0.725883979
actuate,v.开动，促使,0.634456909
acuity,n.(尤指思想或感官)敏锐,0.141853097
acumen,"n.敏锐，精明,聪明",0.898284271
acute,a.灵敏的；剧烈的；急性的,0.5224543
adamant,a.强硬的；固执的,0.620748008
adapt,v.使…适应；修改,0.259942368
adapt,v.使…适应；修改,0.873031688
adaptable,a.有适应能力的；可改编的,0.578064652
addict,v./n.沉溺；上瘾(者),0.115133382
additive,n.添加剂,0.731699306
addle,v.使腐坏；使混乱,0.403994999
address,v.处理，对付，着手解决；致词,0.56180409
adduce,v.给予（理由）；举出（例证）,0.174235785
adept,a.老练的，精通的,0.266075793
adequate,a.足够的,0.683567578
adhere,"v.粘着；依附,拥护",0.289268929
adherent,n.拥护者，信徒,0.007851911
adhesive,a.带粘性的，胶粘的；n.胶合剂,0.050146574
adjourn,v.使延期，推迟；休会,0.246757422
adjudicate,v.充当裁判；判决,0.238497544
adjunct,n.附加物，附件,0.654851123
admonish,v.训诫；警告,0.244892397
adolescent,a.青春期的；n.青少年,0.780508621
adopt,v.收养；采纳,0.990182458
adore,v.崇拜；热爱,0.351454302
adorn,v.装饰,0.623483815
adroit,a.熟练的，灵巧的,0.049421678
adulate,v.谄媚，奉承,0.255764098
adulate,v.谄媚，奉承,0.05223376
adulterate,v.掺假,0.843764482
adumbrate,v.(对将来事件)预示,0.99566121
advent,n.到来，来临,0.567812368
adventitious,a.偶然的,0.455391883
adventurous,a.爱冒险的，大胆的,0.345001101
adversary,n.对手，敌手  a. ···的,0.533881293
adverse,a.不利的，相反的；敌对,0.260669406
adversity,n.逆境，不幸,0.41481699
advert,v.注意，留意；提及,0.315447776
advertise,v.做广告,0.18003156
advocacy,n.拥护，支持,0.031299239
advocate,v.拥护，支持；n.支持者，拥护者,0.012846134
aerate,v.充气，让空气进入,0.367089846
aerial,a.空中的，空气中的,0.652583419
aesthetic,a.美学的，有审美感的,0.841952298
affable,a.易于交谈的；和蔼的,0.508640886
affected,a.不自然的；假装的,0.418575727
affection,n.喜爱,0.975238127
affectionate,a.亲爱的，挚爱的,0.637270404
affective,a.感情的，表达感情的,0.582768487
affiliate,v.加入；联合,0.694135314
affiliation,n.联系，联合,0.226547503
affinity,n.密切关系；(两性)吸引力,0.893264003
affirmation,n.肯定，断言,0.211675862
affix,v.粘上，贴上；在合同上添写某事物；n.词缀,0.375119731
afflict,v.使痛苦，折磨,0.575265653
affliction,n.悲痛，受难的起因,0.812004953
affluent,a.富裕的，丰富的,0.224477592
affordable,a.能够支付的,0.911810636
aftermath,n.后果，余波,0.229409676
agape,a./adv. （嘴）大张着的,0.8139054
agenda,n.议程,0.556350458
aggrandize,v.增大，扩张；吹棒,0.054970243
aggravate,v.加重，恶化,0.780650025
aggregate,v.集合；合计,0.92632381
aggressive,a.好斗的；进取的,0.810529814
aggrieve,v.使受委屈；使痛苦,0.008552665
aghast,a.惊骇的，吓呆的,0.426480605
agile,a.敏捷的，灵活的,0.907951915
agility,n.敏捷,0.159447234
agitate,v.搅动，煽动；使不安，使焦虑,0.040438337
agitated,a.被鼓动的；不安的,0.422926836
agitation,n.焦虑，不安；鼓动宣传,0.055677192
agnostic,a.不可知论的,0.788198645
agog,a.兴奋的，有强烈兴趣的,0.994248027
agony,n.极大痛苦,0.51299239
agoraphobic,n./a. 患旷野恐惧症的（人）,0.354994686
agrarian,a.土地的,0.744174828
agreeable,a.令人喜悦的；欣然同意的,0.373639107
ague,n.冷颤，发冷,0.653134307
ail,v.生病,0.033145984
airborne,a.空气传播的；空运的,0.772482487
airtight,a.密闭的，不透气的,0.231733421
akin,a.同族的，,0.756459226
albeit,conj. 虽然，尽管,0.630585581
aleatory,a.侥幸的，偶然的,0.813243098
alert,a.警惕的，机警的; n.警报,0.031946487
alienate,v.疏远，离间某人,0.585973494
allay,v.减轻，缓和,0.73502401
allegiance,n.忠诚，拥护,0.007880167
allegory,n.寓言,0.042481706
allergic,a.过敏的；对…讨厌的,0.331813089
alleviate,v.缓和，减轻,0.077830744
allocate,v.配给，分配,0.059296814
allot,v.拨出；分配,0.746761159
allowance,n.津贴，补助；承认，允许,0.700680812
alloy,n.合金,0.186040119
allude,v.间接提到，暗指,0.948503179
alluring,a.吸引人的，迷人的,0.516913186
allusion,n.暗示，间接提示,0.536225925
ally,v.结盟，联合  n.同盟者，伙伴,0.425259075
aloof,a.冷淡的，疏远的,0.692412241
also-ran,n.落选者；不重要的参与者,0.974711228
alter,v.改变，更改,0.892518341
alternate,a.轮流的，交替的；v.轮流，交替n.候选人，替代性选择,0.088104746
altruism,n.利他主义；无私,0.157447498
amalgam,n.混合物,0.040310593
amalgamate,v.合并；混合,0.050926417
amass,v.积聚,0.831794395
amateur,n.业余爱好者,0.904440818
ambidextrous,a.十分灵巧的,0.784259948
ambience,n.环境，气氛,0.57283931
ambiguous,a.含糊的,0.324692257
ambivalent,a.(对人或物)有矛盾看法的,0.40549258
amble,n./v.漫步，缓行,0.469648526
ambush,v.埋伏；伏击,0.080438431
ameliorate,v.改善，改良,0.842857665
amenable,a.愿顺从的，通情达理的,0.728410879
amend,v.修正，(通常向更好的方向)变化,0.589093121
amendment,n.改正，修正；[法]修正案,0.131089124
amiable,a.（人自身性格）和蔼的，亲切的,0.265022549
amiable,a.（人自身性格）和蔼的，亲切的,0.805863857
amicable,a.（对外界）友好的,0.11699103
amity,n.(人或国之间的)友好关系,0.340689306
amnesia,n.健忘症,0.273093809
amnesty,n.大赦，特赦,0.648117822
amorphous,a.无定形的,0.500642932
ample,a.富足的；充足的,0.654637229
amplify,v.放大；详述,0.098050915
amuse,v.使愉快，逗某人笑,0.990680565
anachronistic,a.年代出错的,0.893332944
anaerobic,a.厌氧的,0.701991233
analgesia,n.无痛觉，痛觉丧失,0.902659585
analogous,a.类似的,0.952073693
analogy,n.相似；类比,0.892383287
analogy,n.相似；类比,0.935233578
anarchy,n.无政府;政治上的混乱,0.170157538
anathema,n.被诅咒的人；宗教意义的诅咒,0.371277445
anatomical,a.解剖学的,0.751274357
ancestor,n.祖先，祖宗,0.685793765
ancestral,a.祖先的,0.478878705
ancillary,a.辅助的；n.助手,0.471535442
anecdote,n.短故事；轶事,0.509302014
anesthetic,n.麻醉剂；a.麻醉的,0.201357163
anguish,n.极大痛苦,0.782805392
angular,a.有角的；(指人)瘦削的,0.263058462
angular,a.有角的；(指人)瘦削的,0.406535451
animadvert,v.苛责，非难,0.83002703
animate,a.活的，有生命的；v.赋予生命,0.468525078
animated,a.活泼的，生动的,0.695061819
animation,n.活泼，有生气；卡通制作,0.958984451
animosity,n.憎恶，仇恨,0.781646311
animus,n.敌意，憎恨,0.892145569
anneal,v.使（金属、玻璃等）退火；使加强，使变硬,0.10934902
annex,v.兼并，附加,0.149131965
annihilate,v.消灭,0.75221488
annotate,v.注解,0.209220407
announce,v.宣布，发表；通报…的到来,0.757190496
annoy,v.惹恼；打搅，骚扰,0.609131424
annul,v.宣告无效；取消,0.754324361
anomalous,a.反常的；不规则的,0.38099475
anomaly,n.异常，反常,0.643136615
anonymity,n.无名，匿名,0.17874974
antagonism,n.反抗，敌意,0.219263089
antagonize,v.使对抗；与…对抗,0.978676441
antecedence,n.居先，优先,0.742069319
antecedent,n.前事；前辈；a.先行的,0.381404167
antedate,v.早于,0.740877399
anterior,a.较早的，以前的,0.730217351
anthem,n.圣歌；赞美歌，国歌,0.692332382
antibiotic,n.抗生素；a.抗菌的,0.131989953
antic,a.古怪的,0.764446274
anticipate,v.预期，期待,0.220353569
anticipatory,a.预想的，预期的,0.280792986
anticlimactic,a.突减的,0.064381958
antidote,n.解毒药,0.773940542
antipathy,n.反感，厌恶,0.419351299
antiquarianism,n.古物研究，好古癖,0.475428616
antiquated,a.陈旧的，过时的,0.243099581
antique,a.古时的，古老的；n.古物，古董,0.573234973
antiquity,n.古；古人；古迹,0.24445345
antiseptic,n.杀菌剂；a.防腐的,0.405677267
antitheical,a.相反的,0.240189503
antithesis,n.对立；相对,0.721418379
anvil,n.铁砧,0.118845975
apathetic,a.无感情的；无兴趣的,0.954211741
apex,n.顶点，最高点,0.657808762
aphorism,n.格言,0.895235372
aplomb,n.沉着，镇静,0.759293477
apocryphal,a.假冒的，虚假的,0.690413687
apologize,v.道歉；辩解,0.607857614
apostate,n.背教者；变节者,0.189490353
appall,v.使惊骇，使恐怖,0.389186451
apparition,n.幽灵，神奇的现象,0.585261893
appeal,v.恳求；吸引；上诉,0.958184511
appease,v.使平静，安抚,0.973317873
appetizing,a.美味可口的，促进食欲的,0.871114068
applaud,v.鼓掌表示欢迎或赞赏,0.888015927
applicable,a.生效的，适合的,0.032669786
applicant,n.申请人,0.341770778
appoint,v.任命，指定；约会,0.797083546
apportion,v.分配,0.541671691
apposite,a.适当的，恰当的,0.978285957
appraise,v.评价，鉴定,0.922129136
appreciate,v.欣赏；感激,0.44743884
apprehensive,a.敏悟的；害怕的,0.197147565
apprentice,n.学徒,0.580029407
apprise,v.通知，告诉,0.233090114
approach,v.接近，靠近；着手处理；n.方法,0.663983879
approbation,n.称赞，认可,0.780319385
appropriate,v.拨款；盗用；a.恰当的,0.955147212
approximate,a.大约的，估计的,0.937406041
apron,n.围裙,0.528931402
apropos,a./adv.适宜的(地)；有关,0.713578043
apt,a.易于…的；恰当的；聪明的,0.927114264
aptitude,n.适宜；才能，资质,0.200535613
aquatic,a.水生的，水中的,0.94860139
aquiline,a.鹰的，似鹰的,0.496805184
arable,a.可耕的，适合种植的,0.709736241
arbiter,n.权威人士，泰斗,0.217302541
arbitrary,a.专横的，不理智的,0.336366513
arbitrate,v.仲裁，公断,0.901128782
arboreal,a.树木的,0.854359191
arcane,a.神秘的，秘密的,0.925960965
archaeology,n.考古学,0.092899584
archaic,a.古老的,0.827529703
archetype,n.原型；典型例子,0.638476293
archetype,n.原型；典型例子,0.112053899
architect,n.建筑师,0.651149028
archive,n.档案室,0.88642832
ardent,a.热心的，热烈的,0.64279877
arduous,a.费力的，艰难的,0.657974876
argumentative,a.好争辩的，好争吵的,0.912279044
arid,a.干旱的；枯燥的,0.414253137
aristocracy,n.贵族；贵族政府，贵族统治,0.428586753
aristocracy,n.贵族；贵族政府，贵族统治,0.076689625
